PCT_INHB_DD2,pXC50_3D7
44.0,5.98425
100.0,6.80187
19.0,6.02319
77.0,6.11217
20.0,6.15353
29.0,6.03144
97.0,6.10572
12.0,5.86498
7.0,5.99125
99.0,8.49485
92.0,7.03613
13.0,6.18183
90.0,6.06553
2.0,6.02539
98.0,6.4683
100.0,6.78131
98.0,6.2108
99.0,6.82207
87.0,6.19784
86.0,6.09857
25.0,6.23697
0.0,6.03781
33.0,5.97878
0.0,6.39375
15.0,7.1131
90.0,6.60488
98.0,6.09417
96.0,7.08941
10.0,5.99506
97.0,7.33015
3.0,7.11408
98.0,6.06879
48.0,5.9487
44.0,5.8738
39.0,5.98802
0.0,5.99594
23.0,5.9888
63.0,6.0582
34.0,6.03307
5.0,6.31417
97.0,6.15577
99.0,6.14987
27.0,5.99088
0.0,6.03721
93.0,6.43205
98.0,6.09168
96.0,6.32716
70.0,6.25056
73.0,6.21016
70.0,6.27732
20.0,6.10368
93.0,6.23868
100.0,6.85683
24.0,6.26125
84.0,6.10634
88.0,6.0443
95.0,6.46793
4.0,5.94401
3.0,5.77081
99.0,6.06992
95.0,6.27187
96.0,6.63535
0.0,5.97032
43.0,5.86472
0.0,6.09294
76.0,6.00339
97.0,6.14835
98.0,6.12846
78.0,6.59728
92.0,5.97649
30.0,6.03036
93.0,8.49485
0.0,5.75446
47.0,6.07909
79.0,6.31928
93.0,6.2215
93.0,8.49485
2.0,6.18959
1.0,6.11353
80.0,6.24975
54.0,5.94191
42.0,6.14607
89.0,6.20325
89.0,6.11821
94.0,5.79437
95.0,6.77813
93.0,6.11488
92.0,6.04287
54.0,6.06841
98.0,6.42776
44.0,5.84095
44.0,6.40131
39.0,6.09256
34.0,6.13165
90.0,6.11885
62.0,6.00628
28.0,5.99332
73.0,6.28094
39.0,6.02153
81.0,6.08275
91.0,6.11023
88.0,5.97036
99.0,6.26026
6.0,5.97925
83.0,6.01478
99.0,6.42297
4.0,6.16413
38.0,7.90023
98.0,6.63184
0.0,7.28549
11.0,5.95418
98.0,6.28443
96.0,6.19732
99.0,6.93919
99.0,6.43893
85.0,6.97012
26.0,6.34917
26.0,5.83518
0.0,5.99638
61.0,5.87425
92.0,6.12629
59.0,6.21286
69.0,6.53948
1.0,5.95102
6.0,5.9759
0.0,6.04327
97.0,6.14936
28.0,6.10328
95.0,6.33875
67.0,6.03594
16.0,5.98933
33.0,5.89122
16.0,6.08981
44.0,6.00852
48.0,6.03491
0.0,6.43553
0.0,6.05047
35.0,6.13061
99.0,6.13082
64.0,6.22139
88.0,5.94189
65.0,6.08901
89.0,6.4537
80.0,6.14494
7.0,6.0324
62.0,6.04876
99.0,6.16147
77.0,6.07344
63.0,6.3687
99.0,6.82412
84.0,6.17981
98.0,6.39254
2.0,6.02984
99.0,6.46218
11.0,6.01855
99.0,6.11896
0.0,6.77596
39.0,6.49977
4.0,5.96957
99.0,7.1503
44.0,6.20113
0.0,5.91595
83.0,6.11668
93.0,6.25743
92.0,6.13441
38.0,6.3944
15.0,6.0894
98.0,6.92606
98.0,6.67906
61.0,5.89661
0.0,6.07991
14.0,6.06171
62.0,5.9923
96.0,6.15957
0.0,5.86007
28.0,6.1921
16.0,6.10177
81.0,6.23977
95.0,5.97599
9.0,6.01326
98.0,6.20283
98.0,6.5486
94.0,6.28875
98.0,7.05705
79.0,6.32648
56.0,5.8425
96.0,6.63621
92.0,6.16467
65.0,6.14961
25.0,5.97217
12.0,6.58006
21.0,5.93529
72.0,6.00269
99.0,6.13225
60.0,6.23316
82.0,6.1173
3.0,6.02371
97.0,6.03223
98.0,6.74597
57.0,5.99688
99.0,6.34981
52.0,5.94043
54.0,6.27365
89.0,6.18521
39.0,5.93173
94.0,6.01177
98.0,6.89911
23.0,5.98699
94.0,6.24407
96.0,5.89012
39.0,5.94863
74.0,5.84245
98.0,6.69494
95.0,6.1532
51.0,6.09029
0.0,5.97093
57.0,6.07777
32.0,6.12608
11.0,5.9504
83.0,6.27628
48.0,6.12359
21.0,6.04315
8.0,5.94645
93.0,6.43979
48.0,6.24614
83.0,6.15912
12.0,6.12369
29.0,6.15283
3.0,5.95803
10.0,6.06008
26.0,6.16633
95.0,6.45237
81.0,6.16004
26.0,5.94685
96.0,6.34919
0.0,7.35487
32.0,5.9409
39.0,6.10596
66.0,6.11545
99.0,5.85091
97.0,6.15051
52.0,6.0562
0.0,6.14581
43.0,6.0939
37.0,5.94499
62.0,6.075
4.0,6.08349
53.0,5.85985
49.0,5.93304
77.0,7.42238
98.0,7.47738
68.0,6.18612
27.0,6.06724
39.0,6.07004
85.0,6.1514
99.0,6.80702
99.0,6.75808
97.0,6.09586
27.0,6.1091
20.0,6.04006
89.0,6.14154
89.0,6.15606
95.0,6.04546
79.0,6.03407
93.0,6.18913
99.0,6.08225
90.0,6.08664
0.0,6.61031
83.0,5.96301
41.0,6.11231
78.0,6.08984
96.0,6.15242
95.0,6.18574
54.0,6.15552
80.0,6.00792
71.0,6.38964
88.0,6.02422
96.0,6.06844
89.0,6.22022
10.0,6.08157
86.0,6.12817
53.0,6.13725
41.0,6.11009
69.0,6.00544
63.0,6.68161
100.0,6.29706
15.0,6.06706
53.0,6.1414
81.0,6.91135
75.0,6.16177
12.0,6.03053
88.0,6.1397
99.0,6.43176
99.0,6.15893
99.0,6.73561
74.0,6.17342
97.0,7.99099
3.0,6.09961
68.0,6.44674
99.0,6.50942
42.0,6.03177
69.0,6.01431
98.0,6.60745
96.0,5.90789
72.0,5.85498
18.0,6.26178
96.0,6.83219
71.0,6.34013
77.0,5.82822
67.0,6.06402
92.0,6.15601
33.0,6.07724
70.0,6.12383
4.0,6.0506
37.0,5.98444
91.0,6.15215
96.0,6.18821
30.0,6.16927
66.0,6.07727
92.0,6.23653
90.0,6.03645
55.0,6.19859
0.0,6.06358
0.0,6.23902
75.0,6.08263
18.0,6.66365
56.0,6.1429
1.0,5.86769
36.0,5.94243
19.0,6.07871
7.0,5.98287
70.0,5.96584
38.0,6.08916
3.0,5.95715
90.0,6.44142
25.0,6.02093
88.0,6.08272
0.0,6.06232
49.0,6.12027
53.0,6.07689
100.0,6.56915
99.0,6.68026
20.0,6.04676
14.0,6.07325
56.0,6.1026
82.0,6.27721
1.0,6.00218
92.0,6.14575
28.0,6.23859
97.0,6.1196
76.0,5.8992
8.0,5.92799
68.0,6.23433
97.0,6.10645
91.0,6.26743
10.0,6.00001
100.0,6.11449
97.0,6.35565
34.0,6.02336
100.0,5.91401
88.0,6.38232
46.0,6.01081
62.0,6.04198
22.0,6.08808
34.0,6.03331
44.0,6.15206
4.0,7.31551
0.0,6.11419
95.0,6.27548
98.0,7.26003
40.0,6.07967
3.0,6.06368
98.0,6.35307
97.0,7.19113
75.0,6.00329
28.0,6.8202
45.0,6.44344
21.0,5.95866
98.0,7.10037
76.0,5.96412
99.0,6.0462
94.0,6.69514
94.0,6.02424
84.0,6.11866
89.0,6.81284
98.0,6.0485
84.0,6.09217
5.0,5.90997
24.0,5.89572
99.0,6.71619
53.0,6.01214
48.0,6.11812
92.0,5.97709
2.0,6.02785
99.0,6.38988
67.0,6.0827
42.0,6.15776
99.0,6.50549
63.0,5.86111
75.0,6.06635
84.0,5.88013
34.0,6.02798
98.0,6.80553
53.0,6.11244
97.0,6.11935
99.0,7.50026
71.0,6.21478
90.0,6.3198
95.0,6.06371
47.0,6.05674
68.0,5.94457
95.0,5.9489
97.0,8.49485
20.0,6.03745
5.0,5.9707
86.0,6.80169
95.0,6.07329
9.0,5.82095
35.0,6.13321
99.0,6.77681
82.0,6.23555
0.0,5.93365
3.0,6.07198
96.0,8.3376
42.0,5.95923
46.0,6.13617
30.0,6.12849
30.0,5.97526
79.0,6.04104
56.0,6.74456
29.0,5.99234
97.0,6.19209
3.0,5.9867
63.0,5.97287
17.0,6.04485
34.0,6.7488
82.0,6.22451
6.0,5.93853
77.0,6.09426
98.0,6.53087
97.0,6.99645
89.0,6.10414
91.0,6.07394
51.0,6.15283
35.0,5.94568
100.0,6.6864
1.0,5.95942
27.0,6.0545
89.0,6.0922
8.0,6.07611
56.0,6.06759
14.0,5.90889
23.0,6.06166
6.0,6.09634
100.0,6.64611
70.0,6.02378
100.0,6.82856
95.0,5.99682
86.0,6.87486
100.0,6.44816
2.0,5.88718
91.0,6.06755
2.0,5.8594
43.0,6.87846
90.0,5.98219
48.0,6.07966
1.0,5.92965
19.0,5.89383
45.0,6.22241
40.0,6.00334
62.0,6.00845
23.0,6.1017
35.0,6.12643
59.0,6.2928
0.0,6.72316
66.0,6.06013
39.0,6.12738
48.0,6.07525
13.0,6.08458
66.0,6.07569
70.0,6.04352
6.0,6.04089
99.0,6.10325
95.0,6.15383
29.0,5.94991
0.0,6.20202
41.0,6.10641
16.0,6.09955
47.0,6.37601
0.0,5.9996
25.0,5.96574
100.0,6.23616
93.0,6.17558
97.0,7.0552
7.0,5.91576
0.0,6.38995
54.0,6.14246
0.0,6.15229
78.0,6.02552
1.0,6.08021
12.0,6.06992
4.0,5.81352
4.0,6.42465
95.0,6.52334
78.0,6.75803
96.0,7.3986
81.0,5.98318
98.0,6.91701
40.0,5.96952
95.0,5.98624
16.0,6.02485
26.0,6.06674
96.0,7.07587
84.0,5.99865
36.0,6.06919
85.0,6.17197
59.0,6.07335
98.0,6.26844
41.0,5.92752
63.0,6.05826
98.0,6.06024
29.0,6.01707
43.0,6.09188
21.0,6.05149
100.0,6.11976
89.0,6.13102
89.0,5.95315
91.0,6.15503
42.0,6.01914
13.0,6.07211
100.0,6.87655
56.0,6.08097
19.0,6.1571
1.0,6.01839
99.0,6.12913
74.0,6.01148
49.0,6.09698
27.0,6.02104
78.0,6.3352
99.0,6.17417
25.0,6.08479
91.0,6.08397
18.0,6.25985
100.0,6.62834
95.0,6.5961
12.0,6.05561
89.0,6.60307
84.0,6.0843
97.0,6.72805
94.0,6.51712
0.0,5.85593
99.0,6.10458
49.0,6.00449
61.0,6.09433
99.0,6.85505
100.0,6.02059
3.0,6.02781
96.0,6.88742
7.0,5.97379
25.0,6.0375
86.0,6.05824
2.0,5.95328
86.0,6.71252
41.0,6.02622
71.0,5.97103
96.0,6.05741
99.0,6.2875
89.0,6.42526
73.0,6.04235
1.0,6.13217
96.0,6.75386
77.0,6.4953
98.0,6.89845
71.0,6.0038
75.0,6.64426
13.0,6.06922
100.0,6.41728
46.0,6.20653
85.0,6.08723
31.0,6.12409
6.0,6.06302
87.0,6.0919
41.0,6.20944
85.0,6.05031
34.0,6.06513
0.0,6.03329
100.0,6.55284
76.0,6.13666
12.0,6.0579
95.0,8.49485
83.0,6.17428
97.0,6.18111
27.0,5.99867
17.0,6.11862
4.0,6.0959
94.0,6.08318
97.0,7.20482
98.0,6.09204
4.0,7.19728
68.0,6.21686
14.0,5.90843
80.0,6.12163
76.0,5.98686
100.0,6.20687
11.0,6.20189
66.0,6.1284
88.0,6.00568
69.0,5.86825
25.0,6.0958
50.0,6.1301
97.0,6.11288
98.0,6.13873
91.0,6.70785
0.0,6.00656
54.0,6.26347
24.0,6.07026
69.0,5.88507
86.0,6.02257
61.0,6.46773
30.0,6.03812
39.0,6.12787
2.0,6.53912
15.0,6.08099
73.0,6.14068
82.0,5.95163
38.0,6.01053
47.0,6.06037
55.0,6.12085
89.0,6.0347
0.0,6.06499
1.0,5.93726
22.0,6.37068
96.0,6.13314
66.0,7.14939
97.0,7.68467
86.0,6.56048
86.0,5.93634
22.0,5.97077
31.0,6.09532
54.0,6.03849
47.0,6.04472
55.0,6.11658
8.0,6.00879
40.0,5.91818
85.0,6.02599
65.0,6.67651
46.0,5.77923
97.0,6.70445
50.0,6.0584
59.0,6.08195
25.0,6.14518
41.0,6.12927
79.0,6.61289
11.0,5.96609
59.0,6.01558
64.0,5.98371
51.0,6.11995
65.0,5.89819
99.0,7.0845
20.0,8.16513
96.0,6.27296
0.0,5.93743
99.0,6.20256
10.0,6.01797
58.0,6.45568
43.0,6.0447
94.0,6.72191
27.0,6.23843
46.0,6.00094
53.0,6.11342
0.0,6.08693
75.0,6.04078
85.0,6.47399
28.0,6.18102
100.0,6.57819
23.0,5.98945
82.0,6.08361
23.0,6.03828
46.0,6.21729
64.0,6.1489
75.0,6.04942
44.0,6.03415
62.0,5.92174
99.0,6.71492
91.0,6.13245
50.0,6.06905
97.0,7.45357
28.0,6.07312
97.0,6.2376
21.0,6.79361
97.0,6.02457
99.0,6.63594
99.0,6.13389
79.0,6.1796
99.0,6.59453
72.0,6.56747
96.0,6.775
85.0,6.09308
92.0,6.1234
88.0,5.95926
99.0,6.34441
0.0,6.03116
51.0,6.16683
100.0,6.27599
10.0,6.03366
1.0,6.55724
0.0,5.99444
43.0,6.05903
51.0,5.97153
39.0,5.95632
15.0,6.09922
92.0,6.195
4.0,6.00936
99.0,6.82665
25.0,6.00867
94.0,5.98961
4.0,6.06878
96.0,6.22839
29.0,6.16255
80.0,5.82114
30.0,6.10018
33.0,6.1269
57.0,6.04534
84.0,6.05116
90.0,6.80573
76.0,5.97734
37.0,6.15621
2.0,6.07584
68.0,6.14638
63.0,5.98056
0.0,6.10364
33.0,6.13471
78.0,6.11205
11.0,6.02551
78.0,6.01277
95.0,6.93115
51.0,6.0712
49.0,6.07578
72.0,6.08479
35.0,6.0328
24.0,6.09341
78.0,5.87597
39.0,6.4356
29.0,6.02457
98.0,6.04203
50.0,5.98546
85.0,6.64686
35.0,6.07449
23.0,5.94541
98.0,8.49485
7.0,5.98224
8.0,6.22694
57.0,6.36349
100.0,6.35563
58.0,6.05417
78.0,6.39052
0.0,6.12985
67.0,6.46152
52.0,6.0082
100.0,6.88249
7.0,6.10079
94.0,6.19095
70.0,6.10938
100.0,6.14361
91.0,6.41477
98.0,6.1627
87.0,5.95934
36.0,5.96964
8.0,6.0441
29.0,5.96339
99.0,6.31654
100.0,6.6433
24.0,5.92467
96.0,6.11083
98.0,6.47025
31.0,7.94413
21.0,6.50287
67.0,5.97871
53.0,5.95358
20.0,5.96813
88.0,6.0672
99.0,6.95866
99.0,7.10666
5.0,5.97957
0.0,6.03662
98.0,6.21953
88.0,6.06663
92.0,6.83675
4.0,5.72885
88.0,6.35042
93.0,5.95942
89.0,6.53819
96.0,5.83186
50.0,6.80026
99.0,6.12971
8.0,6.21425
47.0,5.91969
96.0,5.93207
72.0,5.99614
0.0,5.9664
8.0,6.74924
89.0,6.57509
82.0,5.77871
16.0,5.82432
65.0,6.01233
41.0,5.74189
18.0,6.0903
75.0,5.85355
10.0,6.80986
93.0,6.20719
60.0,6.41678
98.0,7.44141
23.0,6.21357
39.0,6.76619
0.0,5.9794
85.0,6.18223
99.0,6.3502
83.0,6.05594
99.0,7.36968
51.0,6.1125
32.0,6.03886
46.0,5.85207
98.0,6.71809
11.0,6.00484
86.0,7.23303
17.0,5.98473
3.0,5.95041
91.0,6.22456
52.0,6.47499
61.0,6.69606
94.0,6.93988
0.0,6.73821
79.0,6.17751
13.0,6.00367
61.0,5.94875
10.0,6.13579
45.0,5.86815
0.0,6.13242
19.0,5.95457
98.0,7.20192
59.0,6.12209
98.0,6.94981
53.0,6.07961
73.0,6.03169
5.0,6.02659
87.0,6.13136
91.0,5.95311
15.0,6.12052
100.0,6.85491
49.0,6.22778
13.0,5.9347
34.0,5.93523
26.0,6.65626
52.0,6.61894
87.0,6.14764
32.0,6.09233
65.0,6.08235
93.0,6.61415
80.0,5.98946
81.0,6.60495
3.0,6.54771
92.0,6.77594
2.0,6.09565
85.0,6.17557
22.0,6.03646
90.0,6.21341
38.0,6.14609
85.0,6.18109
5.0,5.96263
100.0,7.12888
95.0,6.5216
98.0,6.14173
68.0,6.29114
57.0,6.14208
96.0,5.993
74.0,6.812
2.0,6.12725
25.0,6.12687
83.0,6.15701
60.0,6.22798
74.0,5.9868
0.0,6.78394
0.0,5.98095
0.0,5.95802
50.0,6.08657
4.0,6.86299
97.0,6.23879
0.0,6.04391
84.0,6.13986
48.0,5.97716
53.0,6.26284
81.0,6.0626
82.0,6.37514
47.0,6.0446
23.0,6.03065
100.0,6.84794
98.0,6.93017
8.0,6.11762
99.0,6.58094
33.0,5.96457
95.0,6.42909
3.0,6.05624
38.0,5.99619
69.0,6.1405
92.0,6.06259
99.0,6.04536
89.0,6.17952
99.0,6.12962
100.0,6.08598
4.0,6.00122
83.0,6.96506
5.0,6.01351
75.0,6.27966
95.0,6.44292
76.0,6.13934
99.0,6.6234
86.0,5.89488
13.0,5.95078
83.0,5.88486
97.0,6.8487
26.0,7.35629
57.0,5.95728
96.0,6.78563
98.0,5.95206
67.0,6.08121
8.0,5.9822
99.0,6.10961
9.0,5.94413
21.0,6.0015
7.0,6.07579
52.0,5.98276
42.0,5.94991
80.0,6.1747
75.0,6.57098
65.0,6.18333
99.0,5.7383
44.0,6.07906
95.0,6.60395
99.0,7.34649
3.0,6.37272
94.0,6.30638
68.0,6.62328
100.0,6.82688
3.0,6.0371
3.0,6.02679
100.0,6.78755
19.0,6.04464
20.0,6.06963
17.0,6.07008
55.0,6.32516
97.0,8.19536
77.0,5.96298
48.0,6.08002
88.0,6.11
23.0,5.98201
0.0,5.92035
92.0,5.98354
9.0,5.99394
96.0,6.18362
68.0,6.54218
27.0,5.94271
96.0,6.03515
4.0,6.11446
90.0,6.12113
100.0,7.50173
81.0,6.03378
98.0,6.88456
3.0,6.05587
97.0,6.12852
99.0,6.26709
58.0,6.12316
75.0,6.03645
42.0,6.0444
68.0,6.19771
87.0,6.22476
93.0,6.2963
2.0,6.07151
0.0,6.05276
49.0,6.31242
85.0,6.37072
2.0,6.0837
22.0,6.03761
22.0,6.06441
12.0,5.9362
34.0,6.06325
98.0,7.30363
84.0,6.15156
96.0,6.43594
40.0,6.12656
97.0,6.17572
33.0,6.33714
93.0,6.0658
94.0,6.39467
58.0,6.13591
84.0,6.15161
65.0,6.06813
25.0,6.03122
64.0,6.00098
95.0,6.2576
32.0,6.03735
3.0,6.63586
71.0,5.96167
12.0,6.04495
0.0,6.06445
15.0,5.95387
92.0,5.75314
94.0,6.18306
99.0,6.83794
65.0,6.00568
54.0,6.271
87.0,6.36502
100.0,6.97728
92.0,6.12419
98.0,6.07324
98.0,6.21668
52.0,6.03176
32.0,6.05454
0.0,6.75523
35.0,6.11858
65.0,6.04889
13.0,6.04005
38.0,6.15459
99.0,6.97434
0.0,5.82356
61.0,6.37773
67.0,5.96682
33.0,6.12489
37.0,7.06696
54.0,6.73506
100.0,6.43724
91.0,6.02968
0.0,6.19114
98.0,6.25951
41.0,5.96539
36.0,5.97163
48.0,6.67745
96.0,6.35714
10.0,7.33318
96.0,6.28769
0.0,5.81567
76.0,6.1239
23.0,6.04745
99.0,6.05849
98.0,6.37868
98.0,7.38093
21.0,5.96565
82.0,6.05262
26.0,5.8098
81.0,6.0575
2.0,6.71604
93.0,5.97481
78.0,5.8446
97.0,8.49485
97.0,6.14458
100.0,6.62668
100.0,6.86939
94.0,6.47389
99.0,6.73529
30.0,6.07107
84.0,6.02975
15.0,6.20375
88.0,5.97449
89.0,6.12545
47.0,6.15547
66.0,6.09987
62.0,6.36967
35.0,5.86705
91.0,6.22429
97.0,6.14007
27.0,6.03608
93.0,6.02
14.0,6.03739
0.0,6.02441
63.0,6.07967
28.0,5.9767
92.0,6.77964
49.0,7.02152
90.0,6.34043
12.0,5.82199
0.0,6.00404
99.0,6.61774
88.0,6.07666
38.0,6.06117
32.0,6.07185
75.0,6.12324
66.0,6.06684
87.0,6.1432
21.0,6.0666
71.0,6.19229
100.0,6.92268
95.0,6.11541
2.0,6.17976
99.0,6.1726
92.0,6.26389
61.0,6.89128
32.0,6.09783
26.0,6.06711
47.0,6.42632
83.0,6.16792
95.0,7.43254
44.0,6.09144
100.0,7.48507
51.0,6.11722
0.0,6.11297
0.0,5.8172
70.0,6.34294
30.0,5.95155
86.0,6.11776
95.0,6.14597
94.0,6.237
46.0,5.96879
8.0,6.22097
96.0,6.30287
89.0,5.99609
4.0,6.0046
96.0,6.39902
95.0,6.43542
42.0,6.03507
0.0,6.88633
98.0,6.20103
99.0,6.56621
51.0,6.13108
35.0,6.16542
99.0,6.72718
9.0,6.05885
73.0,6.13403
60.0,5.94851
75.0,6.26126
65.0,6.12718
97.0,6.62314
96.0,6.6143
100.0,6.39886
83.0,6.39372
0.0,5.96554
87.0,6.06022
13.0,5.96631
21.0,6.17476
100.0,6.64795
99.0,6.68714
60.0,6.87174
67.0,5.95824
85.0,6.19938
70.0,6.05907
11.0,5.96501
52.0,6.08821
50.0,6.05095
74.0,6.07448
51.0,5.95422
61.0,5.96336
81.0,6.43551
46.0,6.11683
26.0,5.92907
97.0,6.57472
100.0,7.02357
98.0,7.35459
99.0,6.69175
0.0,6.09361
98.0,6.1313
99.0,6.78388
94.0,6.4881
92.0,6.58478
11.0,5.91621
5.0,6.23994
99.0,6.80265
12.0,6.11745
58.0,5.99811
48.0,6.12332
96.0,7.14983
72.0,6.35983
48.0,6.19001
1.0,6.10177
93.0,7.40493
14.0,6.14888
64.0,6.00349
13.0,5.96843
81.0,6.12721
99.0,6.12447
37.0,5.91946
56.0,6.0127
4.0,6.09282
8.0,6.09193
50.0,6.13643
1.0,6.06465
13.0,6.03712
64.0,6.26564
92.0,6.06702
14.0,5.92718
8.0,5.9865
15.0,5.92317
37.0,6.14298
61.0,6.22653
96.0,6.14671
97.0,8.49485
0.0,5.81916
26.0,6.0547
14.0,5.89712
85.0,6.11298
97.0,6.56527
67.0,6.67489
63.0,5.99647
82.0,6.0575
96.0,6.84319
77.0,6.18425
0.0,6.01774
99.0,6.8029
79.0,5.95653
5.0,6.07862
93.0,6.47226
74.0,6.01747
57.0,6.06734
71.0,6.45567
91.0,6.54672
90.0,8.49485
25.0,6.13518
6.0,6.72182
44.0,6.07666
61.0,6.054
50.0,6.0591
98.0,5.96587
87.0,6.11827
50.0,6.0588
69.0,6.00225
99.0,6.11828
98.0,6.69313
95.0,8.15268
73.0,6.12283
76.0,6.44372
98.0,7.11189
43.0,6.02942
100.0,6.46967
99.0,6.13151
11.0,6.11965
49.0,6.13181
39.0,6.3922
2.0,5.91079
46.0,5.77401
97.0,7.4454
88.0,6.285
100.0,6.02891
67.0,6.04037
0.0,5.95798
62.0,6.52433
100.0,5.90036
37.0,6.05285
52.0,5.9454
65.0,5.83025
59.0,6.05948
29.0,6.06194
94.0,6.23727
100.0,6.37389
0.0,5.96753
35.0,5.97489
97.0,6.83577
15.0,5.98052
36.0,5.98612
34.0,6.1128
94.0,6.13103
98.0,6.86781
70.0,5.99689
50.0,6.07994
50.0,6.0952
99.0,6.35897
0.0,6.03618
75.0,6.67534
31.0,5.82894
39.0,6.2041
99.0,6.84547
19.0,5.99037
30.0,6.04067
100.0,6.77117
21.0,5.99212
0.0,5.94497
100.0,6.44339
85.0,6.53178
88.0,5.969
64.0,6.96657
27.0,5.94275
28.0,6.13407
89.0,6.12069
6.0,6.64468
24.0,6.04314
95.0,6.18
81.0,6.34945
41.0,6.14796
87.0,6.21274
4.0,6.02114
55.0,6.08248
75.0,5.94602
71.0,6.06075
64.0,5.89844
96.0,6.25501
34.0,6.09915
100.0,6.8222
44.0,6.05385
40.0,6.0709
72.0,6.82547
95.0,6.16307
22.0,5.97429
34.0,6.08161
56.0,6.10998
27.0,6.20359
51.0,6.10754
100.0,6.21932
39.0,6.19039
97.0,6.26928
20.0,5.98532
63.0,6.02779
3.0,5.85622
97.0,6.64374
50.0,6.16325
69.0,6.04741
0.0,6.03856
99.0,6.85202
36.0,5.98235
23.0,6.15604
4.0,6.14896
96.0,5.96078
68.0,6.02357
96.0,6.06794
62.0,5.94512
97.0,6.271
79.0,6.2546
54.0,6.09696
17.0,6.10125
40.0,5.93951
78.0,6.05601
85.0,6.14402
10.0,6.08524
32.0,5.92806
12.0,5.93974
99.0,6.21986
46.0,6.46909
5.0,6.04556
0.0,6.11577
86.0,6.03731
82.0,6.02554
58.0,6.25888
7.0,5.76287
0.0,7.33093
44.0,6.13825
42.0,6.10943
40.0,6.02
29.0,6.0849
9.0,5.96893
80.0,6.06163
0.0,6.71195
95.0,6.10905
85.0,6.73296
90.0,5.99053
2.0,6.00844
86.0,6.0619
99.0,6.10523
23.0,6.17774
98.0,6.11074
87.0,6.01144
90.0,6.85939
67.0,6.07205
19.0,5.85165
100.0,5.93883
61.0,6.02903
80.0,6.12046
100.0,6.48091
95.0,6.26429
6.0,6.12324
79.0,6.01501
76.0,5.95239
95.0,6.06406
1.0,6.11089
99.0,5.8975
18.0,6.07818
99.0,6.26335
84.0,6.52452
100.0,6.40054
59.0,6.15526
64.0,6.02628
81.0,6.05575
54.0,5.99585
97.0,6.05608
93.0,6.16734
33.0,6.04332
99.0,6.39017
62.0,6.07509
99.0,6.60056
1.0,6.03371
57.0,6.32421
36.0,6.10746
66.0,6.16085
83.0,6.06173
46.0,6.1189
4.0,5.90366
100.0,6.27464
54.0,6.55495
34.0,5.92929
5.0,6.07217
96.0,6.02941
7.0,5.99602
60.0,6.17379
19.0,5.9809
12.0,6.05307
78.0,6.28389
0.0,5.90038
13.0,6.04542
23.0,6.17583
1.0,6.11311
76.0,5.90337
0.0,5.99783
85.0,6.32289
50.0,6.0369
13.0,6.0822
81.0,6.11179
30.0,6.57824
0.0,5.95526
35.0,6.00269
96.0,8.49485
0.0,6.01938
97.0,7.02666
93.0,7.71168
87.0,6.16643
81.0,6.83883
95.0,6.64136
79.0,5.96645
100.0,6.73369
99.0,6.41788
35.0,6.47785
0.0,5.96483
73.0,5.95826
36.0,6.06223
6.0,6.29007
96.0,6.06817
17.0,5.81649
49.0,6.06476
34.0,6.03496
17.0,5.95615
96.0,6.64548
100.0,6.66439
45.0,6.09288
0.0,5.94111
96.0,6.42609
6.0,6.03495
86.0,6.12344
51.0,6.12055
90.0,6.22615
98.0,6.63826
56.0,6.09582
97.0,6.0758
3.0,5.88432
36.0,6.01179
12.0,6.11347
12.0,6.14774
92.0,6.32871
55.0,6.13913
0.0,6.7631
100.0,6.85768
9.0,5.94994
100.0,6.25384
98.0,6.07839
1.0,5.98204
16.0,5.94969
15.0,6.04965
66.0,6.24505
100.0,6.78336
10.0,6.10685
92.0,6.12572
83.0,6.26135
96.0,6.0511
84.0,6.48106
37.0,5.89658
28.0,6.05646
83.0,6.01567
77.0,6.59884
39.0,6.0355
98.0,6.71372
12.0,6.22682
67.0,6.02998
19.0,5.85268
39.0,6.09225
72.0,5.90562
20.0,6.05476
56.0,6.17413
96.0,6.86615
66.0,6.1577
78.0,5.9767
94.0,6.52844
6.0,5.99686
52.0,6.09888
1.0,6.08228
73.0,6.14167
85.0,6.10514
15.0,6.13789
99.0,6.09487
95.0,6.48005
3.0,6.17082
79.0,6.06274
61.0,6.10412
0.0,6.00859
2.0,6.04866
17.0,6.04329
2.0,5.90629
56.0,5.93909
82.0,6.09692
14.0,7.31434
79.0,6.06218
0.0,5.9796
98.0,6.71597
98.0,6.55881
89.0,6.04314
77.0,6.47066
6.0,5.92188
70.0,6.38907
89.0,5.99675
56.0,5.90085
92.0,6.19917
86.0,6.39014
96.0,6.05199
86.0,6.02523
24.0,6.09465
49.0,6.13494
79.0,6.06847
5.0,5.95058
27.0,5.99819
100.0,6.35827
60.0,5.96016
0.0,6.00643
30.0,5.92181
95.0,6.11402
35.0,6.09501
49.0,6.0961
77.0,6.04624
96.0,6.55555
19.0,6.04915
16.0,6.03578
99.0,6.19725
98.0,6.96158
55.0,5.97982
63.0,6.07428
94.0,6.43714
97.0,6.494
0.0,6.74942
96.0,6.69784
72.0,6.21011
79.0,6.25152
100.0,6.45204
24.0,6.05973
16.0,5.91938
100.0,6.66489
52.0,6.56418
41.0,6.62987
78.0,6.31675
87.0,5.99252
86.0,6.58714
3.0,5.95606
97.0,8.49485
92.0,6.07786
1.0,5.9504
27.0,6.28316
