A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,gap
4.43141,2.67621,2.40783,2.7737,55.96,-0.2452,0.0777,625.0765,0.125969,-345.642008,-345.635827,-345.634882,-345.671816,23.717,-1428.716256254,-1438.1690518301,-1446.466603337,-1329.535321259,0.3229
5.40636,2.76153,2.53883,3.0411,58.3,-0.2554,0.0314,587.3888,0.116396,-324.567893,-324.562755,-324.56181,-324.59659,20.776,-1370.280108138,-1379.498842857,-1387.203398359,-1277.035408283,0.2868
5.02546,2.68309,2.41851,3.0894,60.44,-0.2321,-0.0038,614.1857,0.127579,-308.528193,-308.522816,-308.521872,-308.557156,21.718,-1493.972172182,-1503.930112503,-1512.228291519,-1394.517015754,0.2283
5.25318,2.74226,2.46999,2.9155,53.03,-0.2334,-0.0197,579.4051,0.103092,-344.442225,-344.436972,-344.436028,-344.471156,20.545,-1303.6932456211,-1311.9512640611,-1319.063451067,-1217.332947005,0.2137
5.29239,2.73393,2.46416,2.0133,56.61,-0.2197,-0.0129,589.838,0.115987,-324.55226,-324.547035,-324.546091,-324.581099,20.824,-1360.470259941,-1369.634401377,-1377.339584388,-1267.314666364,0.2069
5.32977,2.72037,2.49161,3.7451,56.91,-0.2382,0.0216,589.9018,0.116505,-324.585402,-324.580166,-324.579222,-324.614145,21.174,-1381.267163219,-1390.424402056,-1398.129585067,-1288.051328778,0.2598
5.44807,2.7785,2.56433,4.3454,53.06,-0.2634,0.0128,569.7038,0.104279,-344.469204,-344.464214,-344.463269,-344.497834,19.793,-1320.622810932,-1329.0458642391,-1336.157423736,-1234.073632107,0.2762
5.26211,2.42382,2.25128,0.2766,69.38,-0.2118,0.0258,683.3655,0.150181,-272.55735,-272.551311,-272.550367,-272.586818,24.313,-1648.601684944,-1659.921947304,-1669.40611833,-1536.348482461,0.2377
5.53978,2.4637,2.28634,1.9142,61.49,-0.2247,0.0101,648.5974,0.125896,-308.473229,-308.467332,-308.466388,-308.502667,23.054,-1459.481767506,-1469.113403147,-1477.411582163,-1360.324677853,0.2348
4.65879,2.48404,2.30475,0.0627,70.35,-0.2924,0.0916,698.5492,0.174636,-273.780933,-273.774787,-273.773843,-273.81042,25.334,-1788.559409777,-1801.589634162,-1812.259797198,-1662.9471681931,0.384
4.88875,2.58298,2.39157,1.6594,62.96,-0.2425,0.0913,656.0419,0.150447,-309.702591,-309.696621,-309.695677,-309.731993,24.007,-1603.06586685,-1614.428799822,-1623.912970848,-1490.515225101,0.3338
4.93873,2.59354,2.43459,1.5221,63.45,-0.2346,0.0977,651.3752,0.150324,-309.701458,-309.695519,-309.694575,-309.730799,24.041,-1602.354899153,-1613.737284904,-1623.22145593,-1489.765979355,0.3323
4.74486,2.60119,2.39945,1.2978,63.27,-0.2571,0.083,645.9474,0.151089,-309.706371,-309.700467,-309.699523,-309.735674,24.118,-1605.43785087,-1616.842199436,-1626.326370462,-1492.82508573,0.3401
4.97197,2.70748,2.50032,2.0761,55.65,-0.2442,0.0826,603.0496,0.1273,-345.629039,-345.623516,-345.622572,-345.658078,22.389,-1420.578092033,-1430.443788531,-1438.741967547,-1320.914602617,0.3268
4.74271,2.92135,2.50464,0.2996,67.22,-0.2419,0.093,632.1206,0.149594,-272.538255,-272.532309,-272.531365,-272.567413,24.402,-1636.619400589,-1647.998021286,-1657.482192312,-1524.171670316,0.3349
4.78778,3.05692,2.59205,1.6386,63.44,-0.2385,0.0875,606.2863,0.138149,-288.590804,-288.584943,-288.583999,-288.619955,23.458,-1520.990199686,-1531.5329783951,-1540.424153416,-1414.915450817,0.3261
4.99234,3.05434,2.62386,1.6347,59.74,-0.2267,0.0851,589.1686,0.12522,-308.455402,-308.449654,-308.448709,-308.484455,23.104,-1448.295164563,-1458.0202990451,-1466.317850552,-1348.8964839451,0.3119
4.94846,2.93586,2.5287,1.9165,63.35,-0.2318,0.0822,613.1706,0.137994,-288.576502,-288.570677,-288.569733,-288.605607,23.462,-1512.015565968,-1522.580935001,-1531.472110022,-1405.9119516851,0.314
4.81089,3.02856,2.58943,1.0451,59.76,-0.2369,0.0753,586.1417,0.125797,-308.462932,-308.457154,-308.456209,-308.492031,23.363,-1453.020307333,-1462.726616545,-1471.024168052,-1353.650492129,0.3122
5.01147,3.04663,2.61469,2.1865,56.02,-0.2282,0.0654,567.2721,0.114057,-324.500425,-324.494665,-324.493721,-324.529748,22.469,-1327.943330926,-1336.771755047,-1344.476938058,-1235.091451705,0.2936
2.7778,2.77724,1.46484,0.22,62.51,-0.2684,0.0267,786.1834,0.074439,-268.85955,-268.852048,-268.851104,-268.890837,27.097,-1211.753764486,-1216.8246647151,-1222.750859711,-1140.75488619,0.2952
2.85134,2.76229,1.47936,3.5654,57.61,-0.2919,0.0039,762.5513,0.064106,-284.964138,-284.956993,-284.956049,-284.995268,24.99,-1128.779504434,-1133.1852451231,-1138.518444114,-1064.0594811921,0.2959
2.72779,2.71288,1.43925,2.0689,59.2,-0.259,-0.0434,787.9447,0.074399,-306.044918,-306.037372,-306.036428,-306.076896,26.011,-1191.398000035,-1196.440662359,-1202.366857355,-1120.576706786,0.2157
2.7744,2.70738,1.449,3.011,54.2,-0.2835,-0.0656,766.1068,0.063993,-322.148261,-322.141058,-322.140114,-322.180101,23.992,-1107.642491278,-1112.011208936,-1117.344407927,-1043.111975754,0.2179
2.80766,2.71085,1.45743,1.6449,49.38,-0.312,-0.0892,745.5458,0.053451,-338.247875,-338.240989,-338.240045,-338.279619,22.097,-1021.5470014601,-1025.225459218,-1029.965662204,-963.3336190391,0.2228
3.10726,2.34286,1.41204,3.4189,55.07,-0.2617,-0.0704,791.1688,0.07418,-343.224836,-343.217202,-343.216258,-343.257886,24.978,-1167.622311534,-1172.609125557,-1178.535320553,-1097.217684261,0.1912
2.94736,2.94701,1.47359,0.0007,61.34,-0.245,-0.0173,777.3909,0.103346,-336.823026,-336.816017,-336.815073,-336.854165,24.407,-1220.899080652,-1228.05393827,-1235.166125276,-1135.203941576,0.2278
4.45023,2.23091,1.48598,5.249,56.66,-0.2514,-0.0359,758.7463,0.089798,-356.706262,-356.699087,-356.698143,-356.738055,23.895,-1159.899558271,-1166.061696651,-1172.580887652,-1081.352374214,0.2155
4.51369,2.23839,1.49634,5.1121,51.59,-0.2644,-0.0498,738.6691,0.077313,-376.604739,-376.597743,-376.596799,-376.636213,23.0,-1108.463900559,-1113.849810306,-1119.776005302,-1036.454105264,0.2146
4.48931,2.25385,1.50052,3.1817,46.65,-0.2788,-0.0626,719.5108,0.064864,-396.500849,-396.494061,-396.493117,-396.532021,22.07,-1055.542929044,-1060.170807919,-1065.50400691,-990.081190164,0.2162
3.57511,2.2248,1.39634,2.8699,63.38,-0.2405,-0.0368,845.2005,0.112463,-320.768458,-320.760153,-320.759209,-320.80098,27.772,-1335.261340884,-1342.492127091,-1350.197310102,-1244.056672788,0.2037
3.26113,2.14596,1.36611,0.6598,68.25,-0.2608,0.0347,881.065,0.121954,-271.315027,-271.30679,-271.305846,-271.347185,29.77,-1496.884441451,-1505.048333541,-1513.346512557,-1399.6901999501,0.2955
3.37585,2.13655,1.3808,3.7363,63.24,-0.2853,0.0136,856.9377,0.111711,-287.422111,-287.414238,-287.413294,-287.454107,27.648,-1415.476443863,-1422.9795689761,-1430.684751987,-1324.5579198711,0.2989
3.35505,2.17105,1.39065,4.366,58.34,-0.3386,-0.0102,833.2195,0.101328,-303.525517,-303.51799,-303.517045,-303.55734,25.66,-1331.760468173,-1338.591531147,-1345.703090644,-1247.1107590911,0.3284
3.27325,2.28069,1.41652,4.2783,59.99,-0.2564,0.0002,823.8423,0.100469,-303.453218,-303.445456,-303.444512,-303.48515,26.903,-1286.392194982,-1293.075793341,-1300.187980347,-1201.810884381,0.2566
3.38988,2.26591,1.43044,3.9215,55.24,-0.2788,-0.0227,800.764,0.089961,-319.556235,-319.548778,-319.547834,-319.58802,25.031,-1202.432118291,-1208.417926642,-1214.937117643,-1124.135937834,0.2562
3.33382,2.32693,1.43506,1.2257,61.73,-0.2688,0.007,820.8154,0.097903,-307.221351,-307.21338,-307.212436,-307.253368,27.979,-1301.7686755181,-1308.321752005,-1315.433939011,-1217.600893348,0.2758
3.44081,2.31779,1.45016,3.0851,56.84,-0.2904,-0.015,797.411,0.087497,-323.326298,-323.318647,-323.317702,-323.35819,26.004,-1219.019691197,-1224.884390311,-1231.402953803,-1141.150844369,0.2754
3.40959,2.35867,1.45933,4.3677,51.87,-0.3184,-0.0403,775.2676,0.076999,-339.426816,-339.419476,-339.418532,-339.458581,24.111,-1133.491469515,-1138.662143675,-1144.588338671,-1061.920303011,0.2781
3.46009,2.16016,1.39685,1.0679,61.13,-0.2613,0.0259,825.2619,0.098959,-307.23788,-307.230076,-307.229131,-307.26963,28.086,-1312.140771779,-1318.798642269,-1325.910201766,-1227.805444706,0.2872
3.53516,2.15993,1.40852,2.8869,56.12,-0.2834,0.0066,803.836,0.088524,-323.343769,-323.336261,-323.335317,-323.375443,26.128,-1229.982900936,-1235.937333837,-1242.456524838,-1151.977257146,0.29
4.2351,2.01471,1.39069,2.9385,62.88,-0.2272,-0.0657,856.4745,0.122752,-341.835557,-341.827042,-341.826098,-341.868534,28.565,-1389.294885856,-1397.282447917,-1405.580626933,-1291.742336716,0.1615
3.36729,2.05205,1.35559,2.3015,63.86,-0.2523,-0.0319,878.6883,0.121871,-308.496245,-308.487945,-308.487001,-308.529245,28.658,-1473.92451465,-1482.0482461641,-1490.34642518,-1377.002612055,0.2203
2.99604,2.30106,1.38386,2.5765,58.27,-0.2805,-0.0514,846.3506,0.111493,-324.603415,-324.595523,-324.594579,-324.636101,26.521,-1392.570482836,-1400.0610577691,-1407.76624078,-1301.828916382,0.2291
3.7676,2.09138,1.47347,1.3827,60.49,-0.2294,-0.035,820.799,0.110691,-324.529724,-324.521647,-324.520703,-324.562126,27.834,-1346.328717117,-1353.703202885,-1361.408385896,-1255.408938107,0.1943
3.31112,2.18752,1.39783,3.2799,55.61,-0.2636,-0.0593,826.4272,0.100233,-340.632075,-340.624198,-340.623254,-340.665221,25.891,-1261.950719432,-1268.561526747,-1275.673713753,-1177.875181085,0.2042
3.19928,2.30547,1.42303,1.4184,57.62,-0.25,-0.0446,821.0943,0.09767,-344.402806,-344.394688,-344.393744,-344.435829,27.053,-1278.95746835,-1285.417673505,-1292.529860511,-1195.164936562,0.2053
3.47019,2.21167,1.43366,3.8157,51.8,-0.2837,-0.0601,800.5328,0.087214,-360.508088,-360.500263,-360.499319,-360.541364,25.086,-1196.418699544,-1202.173584583,-1208.692775584,-1119.1623015,0.2236
3.33923,2.13332,1.38,2.5991,56.74,-0.2526,-0.0323,828.3881,0.098546,-344.416821,-344.408825,-344.407881,-344.449447,27.275,-1287.7520069851,-1294.288768238,-1301.400955244,-1203.710354124,0.2204
3.17993,2.29656,1.40907,1.2156,51.11,-0.2812,-0.0587,794.6414,0.088166,-360.523204,-360.515602,-360.514657,-360.555659,25.15,-1205.9041255881,-1211.7989451341,-1218.317508626,-1128.132542655,0.2226
2.62914,2.42583,1.34534,2.0129,58.75,-0.2583,-0.0554,877.0696,0.121695,-345.674929,-345.666728,-345.665783,-345.708248,27.384,-1449.3744800431,-1457.559707439,-1465.857258946,-1352.3967291471,0.2029
3.79419,2.07868,1.48699,5.3542,61.07,-0.2412,-0.0181,833.0331,0.124257,-341.853951,-341.846031,-341.845087,-341.886664,26.857,-1400.837286402,-1409.198216318,-1417.496395334,-1303.119074886,0.2232
3.87494,2.0736,1.49754,5.7673,56.17,-0.2521,-0.0367,813.7678,0.111745,-361.753989,-361.746208,-361.745263,-361.786586,25.989,-1350.381170239,-1357.940771162,-1365.645326664,-1259.327731812,0.2154
3.43242,2.13097,1.39606,4.223,55.26,-0.2483,-0.046,839.3759,0.10998,-361.705669,-361.697364,-361.696419,-361.739556,26.927,-1320.059935359,-1327.290721566,-1334.995277068,-1229.815983542,0.2024
3.90626,2.07715,1.45287,2.2647,52.12,-0.2513,-0.0542,801.6864,0.09774,-381.585428,-381.577564,-381.576619,-381.617877,25.801,-1256.878564185,-1263.497529117,-1270.609088614,-1172.4698185591,0.197
2.70156,2.49356,1.37207,2.0256,51.39,-0.2609,-0.0564,821.5791,0.09834,-381.594558,-381.586556,-381.585612,-381.627876,26.134,-1262.6077213551,-1269.140090045,-1276.252277051,-1178.7442810501,0.2045
3.38371,1.85447,1.29522,0.5756,73.21,-0.2591,0.0544,986.2349,0.169347,-273.764093,-273.755127,-273.754183,-273.797181,32.356,-1777.992158217,-1789.2528072221,-1799.922970258,-1654.6395765421,0.3135
3.51081,1.85182,1.30993,3.8602,68.04,-0.3136,0.0354,961.5919,0.1592,-289.873479,-289.864869,-289.863925,-289.906419,30.235,-1698.028686347,-1708.6235483031,-1718.700715334,-1580.9606073071,0.349
2.97259,2.07067,1.29638,1.3403,66.08,-0.2611,0.0549,933.0347,0.145877,-309.684774,-309.675988,-309.675044,-309.717777,31.119,-1591.885538997,-1601.4814066251,-1610.965577651,-1481.5945571571,0.316
3.60536,1.88102,1.32418,3.2293,60.84,-0.283,0.0266,909.2744,0.136003,-325.794835,-325.786562,-325.785618,-325.827489,28.763,-1512.345635702,-1521.3742351941,-1530.265410215,-1408.2130271881,0.3096
3.1473,2.06528,1.32316,4.476,65.13,-0.2442,0.0296,926.5736,0.147817,-305.904676,-305.896168,-305.895224,-305.937607,29.577,-1569.000913276,-1578.770600897,-1588.254771923,-1458.304560622,0.2738
3.25634,2.09504,1.3522,0.8236,66.75,-0.2624,0.039,916.5282,0.145426,-309.676929,-309.668207,-309.667263,-309.709861,30.661,-1586.962730892,-1596.598759096,-1606.082930122,-1476.627195913,0.3014
3.28303,2.10888,1.3627,3.3389,61.7,-0.2858,0.0187,893.1407,0.135096,-325.784144,-325.77574,-325.774796,-325.816962,28.68,-1505.6369369831,-1514.583332796,-1523.474507817,-1401.607239945,0.3045
3.11621,2.13805,1.34454,4.7523,61.69,-0.2349,0.0324,892.4219,0.137404,-321.949791,-321.941525,-321.940581,-321.982264,28.838,-1448.706810467,-1457.739175013,-1466.630350034,-1344.100432658,0.2673
3.33713,2.12148,1.50122,3.4684,57.75,-0.2423,0.0243,831.3134,0.124754,-341.827199,-341.819096,-341.818152,-341.859724,27.937,-1384.050165634,-1392.296261403,-1400.594440419,-1286.213982426,0.2666
3.30039,2.16055,1.37901,3.1904,58.12,-0.2521,0.0163,861.195,0.124573,-341.826148,-341.817938,-341.816994,-341.858698,28.043,-1383.390653675,-1391.569605981,-1399.867784997,-1285.570158192,0.2684
3.28845,2.17025,1.37727,1.9971,59.5,-0.262,0.0272,859.9372,0.122623,-345.600227,-345.592004,-345.591059,-345.632634,28.896,-1402.4983027251,-1410.669724923,-1418.96727643,-1304.948263621,0.2891
3.02762,2.44384,1.58808,4.1035,54.35,-0.2851,0.0123,789.0501,0.112033,-361.704536,-361.696577,-361.695633,-361.736878,26.979,-1319.3489676621,-1326.796871983,-1334.502054994,-1228.13551444,0.2974
3.96354,1.88162,1.34074,3.0923,59.08,-0.2508,0.0459,865.0086,0.123361,-345.608831,-345.600739,-345.599795,-345.640944,29.064,-1407.8973901611,-1416.151016038,-1424.449195054,-1310.162863411,0.2967
3.67743,1.90856,1.33472,2.2865,53.65,-0.2804,0.0155,858.9367,0.112585,-361.714817,-361.706789,-361.705844,-361.747353,27.444,-1325.800387691,-1333.2049938911,-1340.909549393,-1234.708671215,0.2959
3.30271,1.84277,1.29429,2.677,68.16,-0.2452,-0.0189,982.2594,0.169173,-310.941183,-310.932124,-310.931179,-310.975338,31.23,-1752.4418742641,-1763.643537423,-1774.31307295,-1629.5028210201,0.2263
3.4465,1.88323,1.32009,3.9073,61.17,-0.2432,-0.0154,923.7441,0.145728,-346.861463,-346.852687,-346.851743,-346.895032,29.935,-1566.0836239351,-1575.685139144,-1585.16931017,-1455.8917885171,0.2278
2.7865,2.22668,1.34132,1.9328,61.68,-0.2436,-0.0301,919.2043,0.145213,-346.855622,-346.846859,-346.845914,-346.889275,29.611,-1562.418343866,-1572.028016692,-1581.511560209,-1452.279219204,0.2135
3.09652,2.08544,1.4242,3.7788,65.74,-0.2384,0.0333,911.9146,0.159134,-327.010419,-327.001811,-327.000866,-327.044137,29.767,-1647.283916044,-1657.879405509,-1667.955945031,-1530.448015334,0.2717
2.79435,2.42802,1.49487,3.2632,54.01,-0.247,-0.0337,828.2977,0.12219,-382.776658,-382.768333,-382.767389,-382.809889,27.921,-1376.534490341,-1384.641279112,-1392.939458128,-1279.2454949811,0.2134
3.49905,1.91123,1.32496,3.2296,53.69,-0.2506,-0.0217,875.2364,0.122471,-382.781806,-382.773292,-382.772347,-382.815241,28.588,-1379.7649066731,-1387.7530962431,-1396.05064775,-1282.6039231491,0.2288
2.15815,2.15629,1.20552,0.0428,77.99,-0.2984,0.0907,1106.1305,0.216646,-276.202311,-276.192573,-276.191629,-276.236685,34.96,-2052.292657351,-2066.623080384,-2079.66522744,-1903.0051287061,0.3891
2.29738,2.13674,1.22052,1.3442,71.01,-0.2612,0.0795,1050.7496,0.193227,-312.12476,-312.115218,-312.114274,-312.159031,33.705,-1867.295474043,-1879.9711558431,-1891.827310889,-1731.0582500711,0.3407
3.37774,1.84685,1.30211,0.971,71.16,-0.2427,0.0838,1006.5324,0.192655,-312.120708,-312.111188,-312.110244,-312.15483,33.384,-1864.752807575,-1877.4422945731,-1889.298449619,-1728.422084762,0.3265
2.32831,2.18435,1.23211,1.9788,63.73,-0.2536,0.0725,998.5187,0.169955,-348.047695,-348.038472,-348.037528,-348.081467,32.362,-1682.603260109,-1693.7013842831,-1704.371547319,-1559.167847246,0.3261
2.85748,2.15814,1.43085,2.0769,63.93,-0.2497,0.0738,922.4934,0.16985,-348.045786,-348.03679,-348.035846,-348.079296,31.52,-1681.4053454281,-1692.645914145,-1703.316077181,-1557.805525207,0.3234
3.58012,1.94128,1.34942,1.0933,56.52,-0.2501,0.0627,891.008,0.146813,-383.966179,-383.957419,-383.956475,-384.000431,30.075,-1495.1180036161,-1504.72893146,-1514.213102486,-1385.098733173,0.3127
3.69485,1.75261,1.27766,2.8475,56.49,-0.2502,0.0631,922.84,0.147544,-383.973315,-383.964834,-383.963889,-384.006032,30.153,-1499.5959078401,-1509.381910695,-1518.865454212,-1388.6134110821,0.3133
3.66511,2.51653,1.68949,1.0166,66.61,-0.2386,0.0281,739.7382,0.099242,-270.097243,-270.090084,-270.08914,-270.127903,27.026,-1360.565641309,-1367.628882613,-1374.741069619,-1275.802353098,0.2667
3.68672,2.55057,1.70912,4.1164,61.3,-0.2669,0.0064,716.2503,0.089077,-286.203815,-286.197043,-286.196098,-286.234302,24.791,-1278.8363591131,-1285.2532661471,-1291.771829639,-1200.3418858121,0.2733
3.7201,2.5624,1.70134,1.5072,63.3,-0.2447,0.0101,719.8233,0.087956,-286.13406,-286.127075,-286.12613,-286.164626,25.988,-1235.064468818,-1241.347716435,-1247.866279927,-1156.619568728,0.2549
3.73699,2.5993,1.72092,4.8295,58.0,-0.2705,-0.0122,696.7262,0.077695,-302.238859,-302.232243,-302.231299,-302.269255,23.833,-1152.222613165,-1157.84823135,-1163.774426346,-1080.048410512,0.2584
3.76122,2.59832,1.70992,1.686,59.38,-0.2651,-0.0069,704.2482,0.075031,-306.012858,-306.005974,-306.00503,-306.043396,25.208,-1171.280061495,-1176.738134777,-1182.664329773,-1099.555155286,0.2583
3.78607,2.63246,1.72984,3.7991,54.23,-0.2923,-0.0305,681.4227,0.064742,-322.115604,-322.109084,-322.10814,-322.145969,23.087,-1087.1499298651,-1091.94723617,-1097.280435161,-1021.693838566,0.2617
3.72779,2.57228,1.72752,4.7105,56.13,-0.3096,-0.0172,693.5702,0.078815,-302.306944,-302.300539,-302.299595,-302.337244,22.667,-1194.94656343,-1200.704586014,-1206.63078101,-1122.712119913,0.2924
3.79096,2.61463,1.73874,4.2269,52.95,-0.3062,-0.0372,674.7042,0.067274,-318.339586,-318.333317,-318.332373,-318.369804,21.809,-1066.825540864,-1071.779724419,-1077.11292341,-1000.917015576,0.269
3.8377,2.64831,1.74746,3.7521,49.18,-0.3402,-0.0566,659.7904,0.05428,-338.214346,-338.208157,-338.207212,-338.244541,21.125,-1000.507252199,-1004.6230837301,-1009.362659207,-941.321858337,0.2836
4.58943,2.2025,1.68158,2.1229,61.3,-0.2564,-0.0315,730.4353,0.099518,-307.283509,-307.276421,-307.275476,-307.314436,25.669,-1340.77337994,-1347.880546874,-1354.992106371,-1255.92161296,0.2249
4.5911,2.23388,1.69985,2.4123,56.04,-0.2811,-0.0517,706.4177,0.089342,-323.389193,-323.382492,-323.381548,-323.419907,23.482,-1258.486869752,-1264.947702416,-1271.466893417,-1179.878817322,0.2295
4.7288,2.23463,1.70378,1.8095,57.87,-0.2607,-0.0465,708.9615,0.088496,-323.320574,-323.31376,-323.312816,-323.351197,24.471,-1215.4278296811,-1221.817753828,-1228.336944829,-1136.762673932,0.2142
4.74103,2.26325,1.72133,2.8639,52.68,-0.294,-0.0677,685.5414,0.078181,-339.424322,-339.417869,-339.416924,-339.454749,22.397,-1131.9264620691,-1137.653736712,-1143.579304199,-1059.5156885231,0.2263
3.14427,3.08322,1.73577,2.3741,54.02,-0.2663,-0.0466,687.5349,0.075249,-343.19506,-343.188261,-343.187316,-343.225835,23.934,-1148.9376035501,-1154.448387588,-1160.373955075,-1077.105393302,0.2198
4.78423,2.27925,1.71724,2.2343,48.82,-0.2918,-0.0778,674.7265,0.064771,-359.29518,-359.288646,-359.287702,-359.325943,21.976,-1063.1596332861,-1067.9475269561,-1073.280725947,-997.697266897,0.2141
3.89416,2.45626,1.70286,3.037,55.72,-0.2514,-0.0358,715.0251,0.099896,-344.464356,-344.457395,-344.456451,-344.495473,24.265,-1317.5806473001,-1324.766880368,-1331.879067374,-1232.592083358,0.2156
4.06461,2.46426,1.72698,2.0186,52.2,-0.2605,-0.052,692.9629,0.088765,-360.502298,-360.495547,-360.494603,-360.533163,23.243,-1192.785422434,-1199.214252139,-1205.73344314,-1114.016100191,0.2084
4.04354,2.49615,1.72216,2.4006,48.5,-0.2613,-0.0659,682.2051,0.075381,-380.373644,-380.366854,-380.36591,-380.404757,22.782,-1124.3248180431,-1129.840622153,-1135.766817149,-1052.4486821651,0.1954
2.69458,2.48161,1.61521,0.1209,74.08,-0.2621,0.0816,894.3035,0.19418,-274.983908,-274.975372,-274.974428,-275.016521,31.947,-1915.585429138,-1928.893012501,-1940.749167547,-1778.563818916,0.3437
3.79742,2.03196,1.59359,1.6915,66.92,-0.2581,0.0903,870.2615,0.170241,-310.909944,-310.901616,-310.900672,-310.942566,30.315,-1732.839120613,-1744.499492851,-1755.169655887,-1608.938096072,0.3484
2.95335,2.59702,1.72882,1.0756,67.36,-0.2455,0.0848,826.4594,0.169954,-310.899911,-310.891559,-310.890614,-310.932271,30.512,-1726.543322816,-1738.188634838,-1748.858170365,-1602.4778909171,0.3303
2.74063,2.56635,1.65444,1.2836,67.36,-0.261,0.0729,843.7051,0.170653,-310.905485,-310.897107,-310.896162,-310.938066,30.712,-1730.041057982,-1741.6700547701,-1752.339590297,-1606.114305572,0.3339
2.91128,2.65812,1.76506,2.2564,63.32,-0.246,0.0656,793.4395,0.160118,-326.950279,-326.942327,-326.941383,-326.982336,29.25,-1609.5455247841,-1620.552660153,-1630.629827184,-1491.667331625,0.3116
2.94296,2.71044,1.78572,1.8786,59.78,-0.2577,0.0737,774.9516,0.147284,-346.832352,-346.824437,-346.823493,-346.864605,28.609,-1547.8162094361,-1557.958009894,-1567.44218092,-1436.798572174,0.3314
2.99162,2.69303,1.76658,2.1303,60.25,-0.252,0.08,776.0873,0.146925,-346.821929,-346.813955,-346.813011,-346.853955,28.922,-1541.2756831291,-1551.380460556,-1560.864631582,-1430.115601324,0.3321
3.18039,2.53599,1.75906,3.1439,60.42,-0.2469,0.0584,770.5037,0.148,-346.831385,-346.823632,-346.822687,-346.863002,28.754,-1547.2094082331,-1557.452865149,-1566.936408666,-1435.792675247,0.3053
3.1875,2.6544,1.82658,2.0775,56.38,-0.2529,0.0659,737.124,0.137467,-362.875945,-362.868549,-362.867605,-362.907376,27.24,-1426.567037929,-1436.145335305,-1445.036510326,-1321.4109622361,0.3188
3.28737,2.63413,1.8067,2.8417,52.88,-0.2554,0.0582,726.7973,0.124372,-382.755486,-382.74811,-382.747166,-382.786944,26.749,-1363.2488697931,-1371.951164605,-1380.249343621,-1264.847300976,0.3136
2.9447,2.67343,1.68194,0.7085,70.34,-0.24,0.0559,807.1004,0.146707,-272.54406,-272.536182,-272.535238,-272.575648,29.53,-1640.262090334,-1650.428363643,-1659.912534669,-1529.339206931,0.2959
2.99498,2.68506,1.70329,4.0838,64.99,-0.2842,0.0365,783.5522,0.136606,-288.652757,-288.645259,-288.644315,-288.684211,27.292,-1559.866264763,-1569.3818112391,-1578.27298626,-1455.236669121,0.3207
2.98991,2.72541,1.69876,1.8786,66.7,-0.2437,0.0434,785.1717,0.135459,-288.581699,-288.574018,-288.573074,-288.61315,28.497,-1515.276730241,-1524.6774425701,-1533.568617591,-1410.6452520721,0.2871
3.02692,2.74901,1.71963,4.8629,61.46,-0.2728,0.0227,762.0576,0.12523,-304.688809,-304.681478,-304.680534,-304.72012,26.386,-1433.885047887,-1442.6162081131,-1450.914387129,-1335.5430924251,0.2955
3.07515,2.73684,1.72062,1.6841,62.99,-0.261,0.0257,765.8129,0.122628,-308.464824,-308.457202,-308.456258,-308.496363,27.773,-1454.2075543611,-1462.756736977,-1471.054915993,-1356.368861117,0.2867
3.10899,2.76471,1.74141,3.7775,57.92,-0.2986,0.0035,742.9978,0.112284,-324.570035,-324.562741,-324.561797,-324.601461,25.729,-1371.6242324161,-1379.4900577311,-1387.195240742,-1280.092004622,0.3021
3.16954,2.70009,1.75939,4.7192,61.71,-0.2375,0.0296,751.8157,0.124923,-304.683966,-304.67652,-304.675576,-304.715386,26.91,-1430.8460218,-1439.505018491,-1447.803197507,-1332.572464819,0.2671
3.16587,2.82126,1.78527,1.0263,63.61,-0.242,0.0377,745.3473,0.12259,-308.455477,-308.447878,-308.446934,-308.486801,27.909,-1448.342227738,-1456.905843061,-1465.204022077,-1350.368620059,0.2797
3.16324,2.87913,1.80866,3.5623,58.43,-0.275,0.0173,722.2829,0.112319,-324.562156,-324.554887,-324.553943,-324.593375,25.826,-1366.6800890051,-1374.561602045,-1382.266785056,-1275.017966848,0.2923
3.08314,2.77037,1.73427,6.0077,58.21,-0.2576,0.0258,738.3162,0.114381,-320.728167,-320.720932,-320.719988,-320.759351,25.927,-1309.978375765,-1317.880596602,-1325.585779613,-1217.934100627,0.2834
3.18556,2.78007,1.76285,4.8568,54.59,-0.257,0.0066,717.8868,0.101599,-340.610046,-340.602891,-340.601946,-340.641278,25.182,-1248.127323671,-1255.191192484,-1262.302751981,-1162.850733098,0.2636
2.92428,2.82991,1.71115,1.3442,63.4,-0.2512,0.0419,758.8998,0.123562,-308.46607,-308.458518,-308.457574,-308.497475,27.969,-1454.989430575,-1463.582538821,-1471.880717837,-1357.066651125,0.2931
3.0054,2.78965,1.7256,3.2324,58.1,-0.2839,0.0232,738.4787,0.113308,-324.57348,-324.566253,-324.565309,-324.604808,25.873,-1373.7860009211,-1381.693869339,-1389.39905235,-1282.192277245,0.3071
3.00066,2.85206,1.72898,1.6569,59.82,-0.2538,0.033,737.6976,0.112226,-324.503356,-324.495969,-324.495025,-324.534751,26.955,-1329.782559805,-1337.590026783,-1345.295209794,-1238.230879232,0.2868
